#ProfileFileVersion=5.7
#ProfilerVersion=5.7.0
#API=OpenCL
#Application=C:/Users/skkv_service_0/TESTER_runners/skkv-mp/actions-runner/_work/ct-gpu-26-matmul-opencl-BogdanPerepelkin/ct-gpu-26-matmul-opencl-BogdanPerepelkin/__test.exe
#ApplicationArgs=--input C:\Users\skkv_service_0\TESTER_runners\skkv-mp\actions-runner\ref_test_data\matmul_in.bin --output ..\matmul_out_rcprof.bin --device-type dgpu --device-index 0 --realization 2
#WorkingDirectory=.
#Device gfx1010:xnack- Platform Vendor=Advanced Micro Devices, Inc.
#Device gfx1010:xnack- Platform Name=AMD Accelerated Parallel Processing
#Device gfx1010:xnack- Platform Version=OpenCL 2.1 AMD-APP (3652.0)
#Device gfx1010:xnack- CLDriver Version=3652.0 (PAL,LC)
#Device gfx1010:xnack- CLRuntime Version=OpenCL 2.0 AMD-APP (3652.0)
#Device gfx1010:xnack- NumberAppAddressBits=64
#Device gfx1010:xnack- Board Name=AMD Radeon RX 5700 XT
#Device gfx1010:xnack- PCIE device id=29471
#OS Version=Windows 10 Build 10.0.0
#DisplayName=matmul_ocl_rcprof
#ListSeparator=,
#ForceSinglePass=False
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, Wavefronts, OccupancyWaves, OccupancyPercent, AllInsts, VALUInsts, VALUInt64Insts, SALUInsts, BranchInsts, SFetchInsts, TexFetchInsts, TexWriteInsts, FlatFetchInsts, FlatWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, WaitOnBarrier, WaitOnVMem, WaitOnSMemLDS, ExecBoundByTex, ExecBoundByFlat, ExecBoundByLDS, LDSBankConflicts, LDSBankConflictRate, SrcFetchSize, MemFetchSize, MemWriteSize, MemUnitBusy, MemUnitStalled, L0CacheHit, L1CacheHit, L2CacheHit, CacheMiss
mul__k1_d1_gfx1010:xnack-, 1, 11956, 65, {   1024     384       1}, {   32     4     1},        38.00204, 8704, 95, 45, 0,     12288.00,         9.69,        48.46,    192822.00,    111544.00,      3089.00,     50264.00,     18194.00,         3.00,         0.00,         0.00,      3072.00,        16.00,      9216.00,        89.06,        22.40,         9.82,        43.80,         0.06,         0.10,         0.05,         0.05,        29.18,      ,        61.54,   8137507.38,   5623919.81,     49153.16,        97.54,         0.01,         0.78,         6.94,        25.15,        69.11
