#ProfileFileVersion=5.7
#ProfilerVersion=5.7.0
#API=OpenCL
#Application=C:/Users/skkv_service_0/TESTER_runners/skkv-mp/actions-runner/_work/ct-gpu-26-matmul-opencl-BogdanPerepelkin/ct-gpu-26-matmul-opencl-BogdanPerepelkin/__test.exe
#ApplicationArgs=--input C:\Users\skkv_service_0\TESTER_runners\skkv-mp\actions-runner\ref_test_data\matmul_in.bin --output ..\matmul_out_rcprof.bin --device-type dgpu --device-index 0 --realization 2
#WorkingDirectory=.
#Device gfx1010:xnack- Platform Vendor=Advanced Micro Devices, Inc.
#Device gfx1010:xnack- Platform Name=AMD Accelerated Parallel Processing
#Device gfx1010:xnack- Platform Version=OpenCL 2.1 AMD-APP (3652.0)
#Device gfx1010:xnack- CLDriver Version=3652.0 (PAL,LC)
#Device gfx1010:xnack- CLRuntime Version=OpenCL 2.0 AMD-APP (3652.0)
#Device gfx1010:xnack- NumberAppAddressBits=64
#Device gfx1010:xnack- Board Name=AMD Radeon RX 5700 XT
#Device gfx1010:xnack- PCIE device id=29471
#OS Version=Windows 10 Build 10.0.0
#DisplayName=matmul_ocl_rcprof
#ListSeparator=,
#ForceSinglePass=False
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, Wavefronts, OccupancyWaves, OccupancyPercent, AllInsts, VALUInsts, VALUInt64Insts, SALUInsts, BranchInsts, SFetchInsts, TexFetchInsts, TexWriteInsts, FlatFetchInsts, FlatWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, WaitOnBarrier, WaitOnVMem, WaitOnSMemLDS, ExecBoundByTex, ExecBoundByFlat, ExecBoundByLDS, LDSBankConflicts, LDSBankConflictRate, SrcFetchSize, MemFetchSize, MemWriteSize, MemUnitBusy, MemUnitStalled, L0CacheHit, L1CacheHit, L2CacheHit, CacheMiss
mul__k1_d1_gfx1010:xnack-, 1, 23084, 65, {   1376     192       1}, {   16     2     1},        21.20936, 2688, 104, 31, 0,      8256.00,         8.64,        43.22,    233809.12,    161214.74,      5465.19,     38404.00,     17436.19,         3.00,         0.00,         0.00,      4756.19,        24.00,     11970.00,        90.34,        40.15,         9.18,         0.00,         0.13,         0.14,         0.05,         0.05,         0.41,         0.00,         0.00,  13143496.26,   5315695.12,     49153.78,        99.45,         0.37,         6.82,        30.12,        37.89,        40.44
