tile size,diff time V_2 - V_2_ONE_CYCLE
800.000000,nan
1200.000000,nan
1600.000000,nan
2000.000000,nan
3200.000000,nan
4000.000000,nan
6000.000000,nan
8000.000000,nan
1200.000000,nan
1800.000000,nan
2400.000000,nan
3000.000000,nan
4800.000000,nan
6000.000000,nan
9000.000000,nan
12000.000000,nan
1600.000000,nan
2400.000000,nan
3200.000000,nan
4000.000000,nan
6400.000000,nan
8000.000000,nan
12000.000000,nan
16000.000000,nan
2000.000000,nan
3000.000000,nan
4000.000000,nan
5000.000000,nan
8000.000000,nan
10000.000000,nan

15000.000000,nan

20000.000000,nan

3200.000000,nan

4800.000000,nan

6400.000000,nan

8000.000000,nan

12800.000000,nan

16000.000000,nan

24000.000000,nan

32000.000000,nan

4000.000000,nan

6000.000000,nan

8000.000000,nan

10000.000000,nan

16000.000000,nan

20000.000000,nan

30000.000000,nan

40000.000000,nan
800.000000,nan
1200.000000,nan
1600.000000,nan
2000.000000,nan
3200.000000,nan
4000.000000,nan
6000.000000,nan
