localW	localH	local-size	tsk	trw	trh	tsw	tsh	n-size	realization	nounroll	gpu-time	Column 13
32	4	128	4	16	4	512	16	2	2	0	39.201962	
32	2	64	8	20	8	640	16	2	2	0	39.36092	
8	2	16	8	12	6	96	12	4	2	0	39.418282	
16	4	64	8	16	2	256	8	4	2	0	39.462399	
16	2	32	8	20	8	320	16	2	2	0	39.477558	
8	2	16	16	8	4	64	8	4	2	0	39.488602	
8	2	16	8	20	8	160	16	4	2	0	39.567638	
16	2	32	12	20	8	320	16	4	2	0	39.572601	
16	4	64	4	8	2	128	8	2	2	0	39.826	
32	2	64	12	12	8	384	16	2	2	0	39.860802	
16	8	128	8	8	2	128	16	2	2	0	39.904678	
32	2	64	8	16	4	512	8	4	2	0	39.9552	
8	2	16	12	16	6	128	12	4	2	0	39.961281	
8	2	16	4	20	8	160	16	4	2	0	40.008518	
8	2	16	8	8	8	64	16	2	2	0	40.166321	
8	2	16	12	8	8	64	16	2	2	0	40.20808	
32	4	128	8	12	2	384	8	2	2	0	40.219479	
16	4	64	8	8	2	128	8	2	2	0	40.245399	
16	2	32	12	12	8	192	16	2	2	0	40.273521	
32	2	64	4	20	4	640	8	2	2	0	40.581402	
8	2	16	12	12	6	96	12	4	2	0	40.608639	
32	4	128	8	8	2	256	8	2	2	0	40.827518	
16	2	32	4	20	4	320	8	2	2	0	40.892521	
16	8	128	16	8	2	128	16	2	2	0	41.113201	
16	8	128	4	8	2	128	16	2	2	0	41.590599	
8	2	16	8	20	6	160	12	4	2	0	41.656239	
16	8	128	12	8	2	128	16	2	2	0	41.734001	
32	4	128	4	8	2	256	8	2	2	0	41.77372	
32	2	64	16	16	8	512	16	4	2	0	42.12376	
16	8	128	12	16	2	256	16	4	2	0	42.16132	
8	2	16	4	8	6	64	12	2	2	0	42.35968	
32	4	128	8	16	4	512	16	2	2	0	42.379559	
16	2	32	4	16	4	256	8	2	2	0	42.480801	
8	2	16	12	20	8	160	16	4	2	0	42.5186	
16	4	64	12	16	4	256	16	2	2	0	42.61232	
16	4	64	12	8	2	128	8	2	2	0	42.695801	
8	2	16	8	16	4	128	8	4	2	0	42.83012	
8	2	16	8	12	4	96	8	4	2	0	43.19268	
32	2	64	16	12	6	384	12	4	2	0	43.236359	
16	8	128	8	16	2	256	16	4	2	0	43.275082	
16	2	32	8	16	6	256	12	2	2	0	43.38068	
8	2	16	8	8	6	64	12	2	2	0	43.881161	
16	4	64	12	16	2	256	8	4	2	0	44.084801	
32	4	128	16	8	2	256	8	4	2	0	44.101479	
8	2	16	16	8	8	64	16	2	2	0	44.169682	
8	2	16	8	12	8	96	16	2	2	0	44.195	
16	8	128	16	16	2	256	16	4	2	0	44.434799	
16	2	32	16	8	6	128	12	2	2	0	44.693878	
8	2	16	12	8	6	64	12	2	2	0	44.976959	
8	2	16	12	12	8	96	16	2	2	0	45.081841	
32	2	64	16	8	6	256	12	2	2	0	45.5392	
8	2	16	4	8	4	64	8	2	2	0	45.63216	
8	2	16	4	12	4	96	8	4	2	0	45.679321	
32	2	64	4	16	4	512	8	2	2	0	45.748119	
16	8	128	4	16	2	256	16	4	2	0	45.903561	
8	2	16	4	16	4	128	8	4	2	0	45.928242	
32	4	128	12	16	4	512	16	2	2	0	45.988441	
32	4	128	8	16	2	512	8	4	2	0	46.090919	
32	4	128	4	16	2	512	8	4	2	0	46.119919	
8	2	16	4	12	8	96	16	2	2	0	46.325878	
32	2	64	16	12	8	384	16	2	2	0	46.660198	
16	4	64	16	20	4	320	16	2	2	0	46.737518	
32	4	128	12	8	2	256	8	2	2	0	47.010799	
16	2	32	16	12	6	192	12	4	2	0	47.097919	
16	4	64	16	16	4	256	16	2	2	0	47.18644	
32	2	64	12	20	6	640	12	4	2	0	47.201519	
16	2	32	16	16	6	256	12	4	2	0	47.30204	
32	2	64	8	12	4	384	8	2	2	0	47.333599	
16	2	32	12	20	6	320	12	4	2	0	47.385441	
16	4	64	16	8	2	128	8	2	2	0	47.39608	
32	2	64	8	16	6	512	12	2	2	0	47.5826	
16	2	32	12	16	4	256	8	4	2	0	47.613159	
8	2	16	8	12	6	96	12	2	2	0	47.699638	
16	2	32	8	20	4	320	8	4	2	0	47.908562	
8	2	16	16	16	6	128	12	4	2	0	48.030918	
32	2	64	8	20	4	640	8	4	2	0	48.044922	
8	2	16	8	8	4	64	8	2	2	0	48.108879	
16	4	64	8	20	2	320	8	2	2	0	48.225159	
16	2	32	8	12	4	192	8	2	2	0	48.320042	
32	2	64	12	8	4	256	8	2	2	0	48.489922	
16	2	32	12	12	4	192	8	4	2	0	48.82848	
32	2	64	12	16	8	512	16	2	2	0	48.887321	
16	4	64	12	20	2	320	8	4	2	0	48.956841	
32	4	128	12	20	2	640	8	4	2	0	49.084042	
8	2	16	16	12	6	96	12	4	2	0	49.22036	
8	2	16	4	20	6	160	12	4	2	0	49.333439	
16	4	64	12	12	2	192	8	2	2	0	49.64336	
32	2	64	8	20	6	640	12	2	2	0	49.771919	
8	2	16	8	16	8	128	16	2	2	0	49.787842	
32	4	128	12	16	2	512	8	4	2	0	50.010159	
16	2	32	12	8	4	128	8	2	2	0	50.400639	
16	2	32	16	12	8	192	16	2	2	0	50.400681	
8	2	16	4	12	6	96	12	2	2	0	50.459019	
16	2	32	16	20	8	320	16	4	2	0	50.511162	
16	2	32	8	20	6	320	12	2	2	0	50.555599	
16	4	64	16	16	2	256	8	4	2	0	50.608681	
32	4	128	8	20	2	640	8	2	2	0	50.831558	
32	2	64	16	20	8	640	16	4	2	0	50.850639	
32	2	64	12	16	4	512	8	4	2	0	51.167721	
16	2	32	12	12	6	192	12	2	2	0	51.61668	
8	2	16	12	16	4	128	8	4	2	0	52.023682	
32	2	64	12	12	6	384	12	2	2	0	52.08012	
8	2	16	12	20	6	160	12	4	2	0	52.480202	
8	2	16	12	12	4	96	8	4	2	0	53.598881	
8	2	16	8	12	4	96	8	2	2	0	53.7276	
32	2	64	12	12	4	384	8	4	2	0	53.78344	
8	2	16	4	12	4	96	8	2	2	0	54.116039	
8	2	16	8	16	6	128	12	2	2	0	54.390518	
8	2	16	4	16	6	128	12	2	2	0	54.601002	
16	2	32	12	16	8	256	16	2	2	0	54.83852	
8	2	16	12	16	8	128	16	2	2	0	55.204559	
32	2	64	16	16	6	512	12	4	2	0	55.2598	
8	2	16	16	12	8	96	16	2	2	0	55.265362	
8	2	16	12	8	4	64	8	2	2	0	55.395599	
8	2	16	8	20	6	160	12	2	2	0	55.57412	
32	2	64	12	20	8	640	16	2	2	0	56.090961	
32	4	128	16	8	2	256	8	2	2	0	56.703121	
8	2	16	12	12	6	96	12	2	2	0	56.77092	
8	2	16	16	8	6	64	12	2	2	0	56.797798	
32	4	128	12	12	2	384	8	2	2	0	56.931641	
8	2	16	8	20	4	160	8	4	2	0	57.04044	
16	2	32	12	20	8	320	16	2	2	0	57.04184	
8	2	16	16	20	8	160	16	4	2	0	57.07468	
8	2	16	4	20	4	160	8	4	2	0	58.144081	
8	2	16	8	20	8	160	16	2	2	0	58.212879	
8	2	16	4	20	8	160	16	2	2	0	58.620918	
8	2	16	4	16	4	128	8	2	2	0	58.762402	
8	2	16	4	16	8	128	16	2	2	0	59.796398	
16	2	32	16	8	4	128	8	2	2	0	60.309639	
32	2	64	16	12	6	384	12	2	2	0	60.88324	
16	2	32	16	12	4	192	8	4	2	0	61.19696	
16	2	32	16	20	6	320	12	4	2	0	61.2924	
16	4	64	16	12	2	192	8	2	2	0	61.544922	
32	2	64	16	20	6	640	12	4	2	0	61.57708	
16	2	32	8	16	4	256	8	2	2	0	61.796242	
16	2	32	8	8	2	128	4	4	2	0	62.101559	
8	2	16	12	20	8	160	16	2	2	0	62.257439	
16	4	64	4	16	2	256	8	2	2	0	62.2714	
16	4	64	16	20	2	320	8	4	2	0	62.41748	
8	2	16	4	20	6	160	12	2	2	0	62.571079	
32	2	64	16	12	4	384	8	4	2	0	62.92244	
32	2	64	8	8	2	256	4	4	2	0	62.945122	
8	2	16	16	16	4	128	8	4	2	0	63.59864	
32	2	64	4	12	2	384	4	4	2	0	63.844398	
16	2	32	4	8	2	128	4	4	2	0	63.881882	
16	2	32	12	8	2	128	4	4	2	0	63.891762	
16	2	32	4	16	2	256	4	4	2	0	63.893921	
32	2	64	4	20	2	640	4	4	2	0	64.000839	
32	2	64	12	8	2	256	4	4	2	0	64.499077	
32	2	64	4	8	2	256	4	4	2	0	64.574959	
32	2	64	12	16	6	512	12	2	2	0	64.580482	
8	2	16	8	16	4	128	8	2	2	0	65.154358	
16	2	32	4	12	2	192	4	4	2	0	65.28244	
32	2	64	16	8	4	256	8	2	2	0	65.604401	
16	2	32	4	20	2	320	4	4	2	0	65.672279	
32	2	64	4	8	2	256	4	2	2	0	65.691643	
8	2	16	16	16	8	128	16	2	2	0	65.752281	
32	2	64	4	12	2	384	4	2	2	0	66.15744	
16	2	32	16	16	4	256	8	4	2	0	66.203842	
16	2	32	16	16	8	256	16	2	2	0	66.254242	
16	2	32	4	8	2	128	4	2	2	0	66.333321	
32	2	64	4	16	2	512	4	4	2	0	66.403839	
16	2	32	16	12	6	192	12	2	2	0	66.565681	
16	2	32	4	12	2	192	4	2	2	0	66.576439	
32	4	128	16	12	2	384	8	2	2	0	66.610077	
8	2	16	16	12	4	96	8	4	2	0	66.909523	
8	2	16	8	8	2	64	4	4	2	0	67.24604	
16	4	64	12	20	2	320	8	2	2	0	67.747559	
8	2	16	12	8	2	64	4	4	2	0	68.16748	
8	2	16	4	8	2	64	4	4	2	0	68.271156	
8	2	16	12	16	6	128	12	2	2	0	68.34816	
8	2	16	16	20	6	160	12	4	2	0	68.371559	
32	2	64	12	20	4	640	8	4	2	0	68.55072	
16	2	32	12	12	4	192	8	2	2	0	68.550919	
16	2	32	12	20	4	320	8	4	2	0	68.71048	
8	2	16	16	8	4	64	8	2	2	0	69.349518	
8	2	16	16	12	6	96	12	2	2	0	69.55632	
16	2	32	16	8	2	128	4	4	2	0	69.650917	
32	2	64	8	16	4	512	8	2	2	0	69.780197	
32	4	128	12	20	2	640	8	2	2	0	70.019241	
8	2	16	12	20	4	160	8	4	2	0	70.565483	
16	2	32	8	16	2	256	4	4	2	0	70.82608	
16	2	32	8	12	2	192	4	4	2	0	71.047401	
32	2	64	8	12	2	384	4	4	2	0	71.084961	
16	2	32	12	16	6	256	12	2	2	0	71.366364	
32	2	64	8	8	2	256	4	2	2	0	71.4254	
16	2	32	8	8	2	128	4	2	2	0	71.698441	
8	2	16	4	8	2	64	4	2	2	0	72.126244	
8	2	16	4	16	2	128	4	4	2	0	72.257004	
16	2	32	8	20	4	320	8	2	2	0	72.476799	
32	2	64	8	20	4	640	8	2	2	0	72.917679	
32	2	64	12	20	6	640	12	2	2	0	72.926277	
32	2	64	16	8	2	256	4	4	2	0	73.389557	
16	8	128	8	16	2	256	16	2	2	0	73.438278	
16	4	64	8	16	2	256	8	2	2	0	73.594276	
8	2	16	16	8	2	64	4	4	2	0	73.614082	
8	2	16	8	16	2	128	4	4	2	0	73.630203	
8	2	16	12	12	4	96	8	2	2	0	73.806442	
16	2	32	16	20	8	320	16	2	2	0	74.149643	
32	2	64	12	12	4	384	8	2	2	0	74.274239	
32	2	64	16	20	8	640	16	2	2	0	74.35672	
16	8	128	4	16	2	256	16	2	2	0	74.713959	
16	2	32	12	20	6	320	12	2	2	0	74.834282	
16	8	128	12	16	2	256	16	2	2	0	75.00396	
16	4	64	12	16	2	256	8	2	2	0	75.801399	
16	8	128	16	16	2	256	16	2	2	0	75.937683	
8	2	16	4	12	2	96	4	2	2	0	76.419998	
8	2	16	4	20	4	160	8	2	2	0	76.595596	
8	2	16	4	12	2	96	4	4	2	0	76.873161	
32	4	128	4	16	2	512	8	2	2	0	77.26284	
8	2	16	8	20	4	160	8	2	2	0	77.353523	
32	2	64	16	16	8	512	16	2	2	0	77.370918	
8	2	16	8	12	2	96	4	4	2	0	77.799683	
32	2	64	8	16	2	512	4	4	2	0	78.703758	
32	2	64	4	20	2	640	4	2	2	0	78.881844	
8	2	16	8	8	2	64	4	2	2	0	78.931236	
32	2	64	16	16	4	512	8	4	2	0	79.49588	
16	2	32	4	20	2	320	4	2	2	0	80.125801	
8	2	16	12	20	6	160	12	2	2	0	80.924004	
32	4	128	8	16	2	512	8	2	2	0	81.320717	
32	4	128	12	16	2	512	8	2	2	0	81.995201	
16	2	32	4	16	2	256	4	2	2	0	82.419601	
8	2	16	16	20	8	160	16	2	2	0	82.504959	
8	2	16	4	20	2	160	4	4	2	0	84.732201	
16	4	64	16	16	2	256	8	2	2	0	85.187317	
8	2	16	16	16	6	128	12	2	2	0	85.499763	
16	4	64	16	20	2	320	8	2	2	0	87.662643	
16	2	32	16	12	4	192	8	2	2	0	87.715599	
32	2	64	16	12	4	384	8	2	2	0	88.041321	
8	2	16	4	16	2	128	4	2	2	0	88.6222	
16	2	32	16	20	4	320	8	4	2	0	88.787003	
16	2	32	12	16	4	256	8	2	2	0	89.218323	
32	2	64	16	20	4	640	8	4	2	0	89.350517	
32	2	64	4	16	2	512	4	2	2	0	89.424797	
8	2	16	16	20	4	160	8	4	2	0	90.747719	
32	2	64	8	12	2	384	4	2	2	0	92.039558	
8	2	16	12	16	4	128	8	2	2	0	92.221077	
16	2	32	8	20	2	320	4	4	2	0	92.395844	
16	2	32	16	16	6	256	12	2	2	0	92.50032	
32	2	64	8	20	2	640	4	4	2	0	92.566597	
32	2	64	12	16	4	512	8	2	2	0	93.124199	
32	2	64	12	8	2	256	4	2	2	0	94.021919	
16	2	32	12	16	2	256	4	4	2	0	94.61792	
16	2	32	12	12	2	192	4	4	2	0	94.775642	
16	2	32	8	12	2	192	4	2	2	0	94.9412	
16	2	32	12	8	2	128	4	2	2	0	95.225121	
8	2	16	16	12	4	96	8	2	2	0	95.561684	
32	2	64	16	20	6	640	12	2	2	0	96.142883	
16	2	32	16	20	6	320	12	2	2	0	96.298401	
8	2	16	8	20	2	160	4	4	2	0	96.998199	
8	2	16	12	16	2	128	4	4	2	0	97.259804	
8	2	16	12	12	2	96	4	4	2	0	98.940559	
32	2	64	12	16	2	512	4	4	2	0	100.244476	
32	4	128	16	16	2	512	8	2	2	0	100.397919	
8	2	16	4	20	2	160	4	2	2	0	100.843643	
8	2	16	8	12	2	96	4	2	2	0	102.100037	
32	2	64	16	16	6	512	12	2	2	0	102.462723	
32	2	64	12	12	2	384	4	4	2	0	103.802437	
8	2	16	12	8	2	64	4	2	2	0	105.487679	
32	2	64	12	20	4	640	8	2	2	0	107.445999	
8	2	16	12	20	4	160	8	2	2	0	108.3134	
8	2	16	16	20	6	160	12	2	2	0	108.74012	
16	2	32	12	20	4	320	8	2	2	0	109.278358	
8	2	16	16	16	4	128	8	2	2	0	115.714561	
16	2	32	16	8	2	128	4	2	2	0	117.044601	
16	2	32	16	12	2	192	4	4	2	0	118.646919	
8	2	16	16	16	2	128	4	4	2	0	118.915398	
16	2	32	8	16	2	256	4	2	2	0	120.599518	
32	2	64	16	12	2	384	4	4	2	0	121.809517	
8	2	16	8	16	2	128	4	2	2	0	124.68692	
8	2	16	16	12	2	96	4	4	2	0	126.114441	
32	2	64	16	8	2	256	4	2	2	0	127.98568	
8	2	16	16	8	2	64	4	2	2	0	128.829681	
16	2	32	16	16	2	256	4	4	2	0	128.872192	
16	2	32	16	16	4	256	8	2	2	0	128.926239	
32	2	64	12	20	2	640	4	4	2	0	131.819763	
16	2	32	12	20	2	320	4	4	2	0	132.253082	
16	2	32	12	12	2	192	4	2	2	0	132.656158	
8	2	16	12	20	2	160	4	4	2	0	132.673355	
32	2	64	8	16	2	512	4	2	2	0	136.590485	
16	2	32	8	20	2	320	4	2	2	0	140.495239	
32	2	64	16	20	4	640	8	2	2	0	140.836166	
8	2	16	12	12	2	96	4	2	2	0	141.793274	
8	2	16	16	20	4	160	8	2	2	0	141.995483	
32	2	64	8	20	2	640	4	2	2	0	142.026962	
16	2	32	16	20	4	320	8	2	2	0	142.864349	
32	2	64	12	12	2	384	4	2	2	0	144.775757	
8	2	16	8	20	2	160	4	2	2	0	148.563919	
32	2	64	16	16	4	512	8	2	2	0	152.416397	
32	2	64	16	16	2	512	4	4	2	0	154.70845	
16	2	32	16	12	2	192	4	2	2	0	169.150848	
32	2	64	16	12	2	384	4	2	2	0	171.342758	
16	2	32	16	20	2	320	4	4	2	0	172.001602	
32	2	64	16	20	2	640	4	4	2	0	172.005447	
8	2	16	16	20	2	160	4	4	2	0	172.196198	
16	2	32	12	16	2	256	4	2	2	0	173.450073	
8	2	16	12	16	2	128	4	2	2	0	180.389725	
8	2	16	16	12	2	96	4	2	2	0	180.573563	
32	2	64	12	16	2	512	4	2	2	0	183.176926	
16	2	32	12	20	2	320	4	2	2	0	205.964188	
32	2	64	12	20	2	640	4	2	2	0	207.077515	
8	2	16	12	20	2	160	4	2	2	0	209.544556	
8	2	16	16	16	2	128	4	2	2	0	222.309113	
16	2	32	16	16	2	256	4	2	2	0	243.122162	
16	2	32	16	20	2	320	4	2	2	0	271.017334	
8	2	16	16	20	2	160	4	2	2	0	271.474304	
32	2	64	16	20	2	640	4	2	2	0	273.387085	
32	2	64	16	16	2	512	4	2	2	0	297.636932	
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
